surge_set	surge_count	time_to_id_days	window_overlap	window_size_samples	start_threshold	exit_threshold	delta_threshold_start	delta_threshold_exit	match_cost_sec	match_cost_days	match_cost_days_per_surge
3d	20	7	no	3	1	2	0.05	0	622857480	7208.99861111111	514.928472222222
3d	20	7	no	3	1	2	0.075	0	622857480	7208.99861111111	514.928472222222
3d	20	7	no	3	1	2	0.1	0	622857480	7208.99861111111	514.928472222222
2d	8	28	yes	6	3	3	0.1	0	623463120	7216.00833333333	515.429166666667
2d	8	28	yes	6	3	4	0.1	0	623463120	7216.00833333333	515.429166666667
4d	20	14	yes	6	3	4	0.05	0	623721480	7218.99861111111	515.642757936508
1d	8	49	yes	4	4	2	0	0	624672600	7230.00694444444	516.429067460317
2d	8	31.5	yes	6	4	3	0.025	0	624759000	7231.00694444444	516.500496031746
2d	8	31.5	yes	6	4	4	0.025	0	624759000	7231.00694444444	516.500496031746
2d	8	21	yes	5	2	4	0.1	0	625018200	7234.00694444444	516.714781746032
2d	8	17.5	no	5	1	2	0	0	625104720	7235.00833333333	516.78630952381
2d	8	17.5	no	5	1	2	0.025	0	625104720	7235.00833333333	516.78630952381
2d	8	17.5	no	5	1	2	0.05	0	625104720	7235.00833333333	516.78630952381
2d	8	17.5	no	5	1	2	0.075	0	625104720	7235.00833333333	516.78630952381
2d	8	17.5	no	5	1	2	0.1	0	625104720	7235.00833333333	516.78630952381
2d	8	31.5	yes	6	4	3	0.05	0	625191000	7236.00694444444	516.857638888889
2d	8	31.5	yes	6	4	4	0.05	0	625191000	7236.00694444444	516.857638888889
2d	20	17.5	yes	3	3	2	0.05	0	627609360	7263.99722222222	518.856944444444
2d	8	28	yes	6	3	3	0.075	0	627783120	7266.00833333333	519.000595238095
2d	8	28	yes	6	3	4	0.075	0	627783120	7266.00833333333	519.000595238095
3d	20	14	no	3	2	1	0	0	627868320	7266.99444444444	519.071031746032
2d	20	17.5	yes	5	1	3	0.05	0	628214280	7270.99861111111	519.357043650794
3d	8	9.33333333333333	no	4	1	3	0.075	0	628647120	7276.00833333333	519.714880952381
3d	8	9.33333333333333	no	4	1	3	0.1	0	628647120	7276.00833333333	519.714880952381
2d	20	17.5	yes	5	1	3	0.025	0	628819080	7277.99861111111	519.857043650794
3d	20	18.6666666666667	yes	5	4	3	0	0	629596440	7286.99583333333	520.499702380952
1d	8	28	yes	2	3	1	0	0	629682840	7287.99583333333	520.571130952381
3d	8	14	no	2	3	1	0.025	0	630633120	7298.99444444444	521.356746031746
3d	8	14	no	2	3	1	0.05	0	630633120	7298.99444444444	521.356746031746
3d	8	14	no	2	3	1	0.075	0	630633120	7298.99444444444	521.356746031746
2d	20	21	yes	4	3	1	0	0	630893040	7302.00277777778	521.571626984127
2d	20	7	no	2	1	2	0.1	0	631842840	7312.99583333333	522.356845238095
4d	20	15.75	yes	6	4	4	0	0	632880000	7325	523.214285714286
1d	8	35	yes	4	2	2	0.05	0	633053520	7327.00833333333	523.357738095238
1d	8	42	yes	5	2	2	0.1	0	633139800	7328.00694444444	523.429067460317
1d	8	42	yes	5	2	3	0.1	0	633139800	7328.00694444444	523.429067460317
2d	20	21	yes	5	2	2	0.05	0	633830400	7336	524
2d	20	7	yes	2	1	3	0	0	634348560	7341.99722222222	524.428373015873
2d	20	7	yes	2	1	3	0.025	0	634348560	7341.99722222222	524.428373015873
2d	20	7	yes	2	1	3	0.05	0	636940560	7371.99722222222	526.57123015873
2d	20	7	yes	2	1	3	0.075	0	636940560	7371.99722222222	526.57123015873
2d	20	7	yes	2	1	3	0.1	0	636940560	7371.99722222222	526.57123015873
2d	8	24.5	yes	4	4	2	0.05	0	637028040	7373.00972222222	526.643551587302
2d	8	24.5	yes	4	4	2	0.075	0	637028040	7373.00972222222	526.643551587302
3d	7	21	yes	6	4	3	0.075	0	638236680	7386.99861111111	527.642757936508
4d	7	31.5	no	6	3	1	0	0	641692680	7426.99861111111	530.499900793651
4d	7	31.5	no	6	3	2	0	0	641692680	7426.99861111111	530.499900793651
4d	7	31.5	no	6	3	1	0.025	0	641692680	7426.99861111111	530.499900793651
4d	7	31.5	no	6	3	2	0.025	0	641692680	7426.99861111111	530.499900793651
4d	7	31.5	no	6	3	1	0.05	0	641692680	7426.99861111111	530.499900793651
4d	7	31.5	no	6	3	2	0.05	0	641692680	7426.99861111111	530.499900793651
1d	8	49	yes	5	3	1	0.075	0	642125280	7432.00555555556	530.85753968254
all	7	10.5	no	3	3	3	0	0	645666960	7472.99722222222	533.785515873016
all	7	10.5	no	3	3	3	0.025	0	645666960	7472.99722222222	533.785515873016
2d	8	24.5	yes	5	3	4	0.05	0	646099080	7477.99861111111	534.142757936508
2d	8	24.5	yes	5	3	4	0.075	0	646099080	7477.99861111111	534.142757936508
all	1	28	no	6	4	1	0	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	2	0	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	3	0	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	4	0	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	1	0.025	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	2	0.025	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	3	0.025	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	4	0.025	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	1	0.05	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	2	0.05	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	3	0.05	0	649296840	7515.00972222222	536.786408730159
all	1	28	no	6	4	4	0.05	0	649296840	7515.00972222222	536.786408730159
all	7	10.5	no	3	3	3	0.05	0	649468680	7516.99861111111	536.928472222222
4d	20	5.25	yes	1	3	1	0.1	0	649554840	7517.99583333333	536.999702380952
4d	20	5.25	no	1	3	1	0.1	0	649554840	7517.99583333333	536.999702380952
all	7	10.5	no	3	3	1	0.075	0	650246040	7525.99583333333	537.571130952381
all	7	10.5	no	3	3	2	0.075	0	650246040	7525.99583333333	537.571130952381
4d	7	21	no	4	3	1	0.025	0	653529240	7563.99583333333	540.285416666667
4d	7	21	no	4	3	2	0.025	0	653529240	7563.99583333333	540.285416666667
all	7	14	no	6	2	3	0.05	0	653875800	7568.00694444444	540.571924603175
all	7	14	no	6	2	3	0.075	0	653875800	7568.00694444444	540.571924603175
all	7	14	no	6	2	3	0.1	0	653875800	7568.00694444444	540.571924603175
4d	7	7	yes	1	4	1	0	0	657762720	7612.99444444444	543.785317460318
4d	7	7	yes	1	4	2	0	0	657762720	7612.99444444444	543.785317460318
4d	7	7	yes	1	4	3	0	0	657762720	7612.99444444444	543.785317460318
4d	7	7	no	1	4	1	0	0	657762720	7612.99444444444	543.785317460318
4d	7	7	no	1	4	2	0	0	657762720	7612.99444444444	543.785317460318
4d	7	7	no	1	4	3	0	0	657762720	7612.99444444444	543.785317460318
3d	7	14	no	2	3	2	0	0	657935400	7614.99305555556	543.928075396825
3d	7	11.6666666666667	yes	2	4	1	0.075	0	658368600	7620.00694444444	544.28621031746
3d	7	11.6666666666667	yes	2	4	2	0.075	0	658368600	7620.00694444444	544.28621031746
all	7	14	no	6	2	3	0	0	661392360	7655.00416666667	546.786011904762
all	7	14	no	6	2	3	0.025	0	661392360	7655.00416666667	546.786011904762
4d	21	12.25	yes	4	4	4	0.025	0	662558940	7668.50625	547.750446428571
2d	7	21	yes	3	4	3	0.05	0	664847760	7694.99722222222	549.642658730159
2d	7	17.5	yes	2	4	1	0.025	0	665106960	7697.99722222222	549.856944444444
2d	7	17.5	yes	2	4	2	0.025	0	665106960	7697.99722222222	549.856944444444
2d	7	17.5	yes	2	4	1	0.05	0	665106960	7697.99722222222	549.856944444444
2d	7	17.5	yes	2	4	2	0.05	0	665106960	7697.99722222222	549.856944444444
3d	7	11.6666666666667	no	5	1	3	0.075	0	665194080	7699.00555555556	549.928968253968
3d	7	11.6666666666667	no	5	1	3	0.1	0	665194080	7699.00555555556	549.928968253968
3d	7	11.6666666666667	yes	2	4	3	0.05	0	666922080	7719.00555555556	551.35753968254
2d	7	14	yes	2	3	4	0.1	0	667008600	7720.00694444444	551.429067460317
2d	6	17.5	yes	2	4	1	0.075	0	667095000	7721.00694444444	551.500496031746
2d	6	17.5	yes	2	4	2	0.075	0	667095000	7721.00694444444	551.500496031746
1d	7	21	yes	2	2	3	0.1	0	667613160	7727.00416666667	551.928869047619
3d	7	11.6666666666667	no	5	1	3	0	0	668736240	7740.00277777778	552.857341269841
3d	7	11.6666666666667	no	5	1	3	0.025	0	668736240	7740.00277777778	552.857341269841
3d	7	11.6666666666667	no	5	1	3	0.05	0	668736240	7740.00277777778	552.857341269841
3d	7	18.6666666666667	yes	5	4	1	0.1	0	668908440	7741.99583333333	552.999702380952
3d	7	18.6666666666667	yes	5	4	2	0.1	0	668908440	7741.99583333333	552.999702380952
3d	7	18.6666666666667	yes	5	4	3	0.1	0	668908440	7741.99583333333	552.999702380952
4d	7	14	no	4	2	3	0	0	670032120	7755.00138888889	553.928670634921
4d	7	14	no	4	2	3	0.025	0	670032120	7755.00138888889	553.928670634921
4d	7	14	no	4	2	3	0.05	0	670032120	7755.00138888889	553.928670634921
4d	7	14	no	4	2	3	0.075	0	670032120	7755.00138888889	553.928670634921
4d	7	14	no	4	2	3	0.1	0	670032120	7755.00138888889	553.928670634921
1d	7	21	yes	2	2	3	0.075	0	670205280	7757.00555555556	554.071825396825
4d	7	21	no	6	2	3	0	0	670637520	7762.00833333333	554.429166666667
4d	7	21	no	6	2	3	0.025	0	670637520	7762.00833333333	554.429166666667
4d	7	21	no	6	2	3	0.05	0	670637520	7762.00833333333	554.429166666667
4d	7	21	no	6	2	3	0.075	0	670637520	7762.00833333333	554.429166666667
4d	7	21	no	6	2	3	0.1	0	670637520	7762.00833333333	554.429166666667
3d	7	21	yes	6	4	1	0.1	0	671414160	7770.99722222222	555.07123015873
3d	7	21	yes	6	4	2	0.1	0	671414160	7770.99722222222	555.07123015873
3d	7	21	yes	6	4	3	0.1	0	671414160	7770.99722222222	555.07123015873
3d	7	4.66666666666667	no	2	1	3	0	0	671414880	7771.00555555556	555.071825396825
3d	7	4.66666666666667	no	2	1	3	0.025	0	671414880	7771.00555555556	555.071825396825
3d	7	4.66666666666667	no	2	1	3	0.05	0	671414880	7771.00555555556	555.071825396825
3d	7	4.66666666666667	no	2	1	3	0.075	0	671414880	7771.00555555556	555.071825396825
3d	7	4.66666666666667	no	2	1	3	0.1	0	671414880	7771.00555555556	555.071825396825
all	6	4.66666666666667	yes	1	4	1	0.075	0	671587680	7773.00555555556	555.214682539682
all	6	4.66666666666667	no	1	4	1	0.075	0	671587680	7773.00555555556	555.214682539682
3d	7	23.3333333333333	no	5	2	2	0.05	0	671846760	7776.00416666667	555.428869047619
3d	6	16.3333333333333	yes	4	4	4	0.1	0	671847000	7776.00694444444	555.429067460317
1d	7	21	yes	2	2	3	0.05	0	672192600	7780.00694444444	555.714781746032
1d	7	21	yes	2	2	3	0	0	672797400	7787.00694444444	556.214781746032
1d	7	21	yes	2	2	3	0.025	0	672797400	7787.00694444444	556.214781746032
all	7	17.5	no	5	3	1	0	0	673488600	7795.00694444444	556.78621031746
all	7	17.5	no	5	3	2	0	0	673488600	7795.00694444444	556.78621031746
2d	7	10.5	yes	1	3	2	0.025	0	674092560	7801.99722222222	557.285515873016
2d	7	10.5	no	1	3	2	0.025	0	674092560	7801.99722222222	557.285515873016
4d	21	10.5	yes	4	3	4	0.075	0	674394780	7805.49513888889	557.535367063492
3d	21	11.6666666666667	yes	3	3	2	0.1	0	674481300	7806.49652777778	557.60689484127
3d	7	23.3333333333333	no	5	2	2	0	0	675129840	7814.00277777778	558.143055555556
3d	7	23.3333333333333	no	5	2	2	0.025	0	675129840	7814.00277777778	558.143055555556
3d	21	14	yes	3	4	1	0.025	0	675258780	7815.49513888889	558.249652777778
1d	7	35	yes	3	3	4	0	0	676167000	7826.00694444444	559.000496031746
1d	7	35	yes	3	3	4	0.025	0	676167000	7826.00694444444	559.000496031746
2d	6	21	no	2	3	1	0	0	677548560	7841.99722222222	560.142658730159
2d	6	21	no	2	3	2	0	0	677548560	7841.99722222222	560.142658730159
2d	6	21	yes	3	4	4	0.05	0	677894040	7845.99583333333	560.428273809524
1d	7	35	yes	3	3	4	0.05	0	678067800	7848.00694444444	560.571924603175
1d	7	35	yes	3	3	4	0.075	0	678067800	7848.00694444444	560.571924603175
all	7	4.66666666666667	yes	1	4	2	0.05	0	679017120	7858.99444444444	561.356746031746
all	7	4.66666666666667	no	1	4	2	0.05	0	679017120	7858.99444444444	561.356746031746
4d	21	12.25	yes	4	4	3	0.05	0	679146540	7860.49236111111	561.463740079365
4d	7	26.25	no	5	3	1	0	0	679623120	7866.00833333333	561.857738095238
4d	7	26.25	no	5	3	1	0.025	0	679623120	7866.00833333333	561.857738095238
1d	7	42	yes	3	4	1	0	0	680314200	7874.00694444444	562.429067460317
4d	7	3.5	yes	1	2	4	0	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	yes	1	2	4	0.025	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	yes	1	2	4	0.05	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	yes	1	2	4	0.075	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	yes	1	2	4	0.1	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	no	1	2	4	0	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	no	1	2	4	0.025	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	no	1	2	4	0.05	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	no	1	2	4	0.075	0	680487000	7876.00694444444	562.571924603175
4d	7	3.5	no	1	2	4	0.1	0	680487000	7876.00694444444	562.571924603175
2d	6	10.5	yes	1	3	3	0	0	681263520	7884.99444444444	563.213888888889
2d	6	10.5	no	1	3	3	0	0	681263520	7884.99444444444	563.213888888889
3d	2	9.33333333333333	yes	1	4	1	0.075	0	681351240	7886.00972222222	563.286408730159
3d	2	9.33333333333333	yes	1	4	2	0.075	0	681351240	7886.00972222222	563.286408730159
3d	2	9.33333333333333	yes	1	4	3	0.075	0	681351240	7886.00972222222	563.286408730159
3d	2	9.33333333333333	no	1	4	1	0.075	0	681351240	7886.00972222222	563.286408730159
3d	2	9.33333333333333	no	1	4	2	0.075	0	681351240	7886.00972222222	563.286408730159
3d	2	9.33333333333333	no	1	4	3	0.075	0	681351240	7886.00972222222	563.286408730159
4d	7	10.5	yes	3	4	4	0.1	0	681436440	7886.99583333333	563.356845238095
3d	21	9.33333333333333	yes	2	3	1	0.075	0	682171020	7895.49791666667	563.964136904762
3d	21	9.33333333333333	yes	2	3	2	0.075	0	682171020	7895.49791666667	563.964136904762
4d	21	10.5	yes	4	3	3	0.1	0	683120940	7906.49236111111	564.749454365079
4d	7	1.75	yes	1	1	4	0	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	yes	1	1	4	0.025	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	yes	1	1	4	0.05	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	yes	1	1	4	0.075	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	yes	1	1	4	0.1	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	no	1	1	4	0	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	no	1	1	4	0.025	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	no	1	1	4	0.05	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	no	1	1	4	0.075	0	683856600	7915.00694444444	565.357638888889
4d	7	1.75	no	1	1	4	0.1	0	683856600	7915.00694444444	565.357638888889
all	7	9.33333333333333	no	2	4	1	0.05	0	684114720	7917.99444444444	565.571031746032
all	7	7	no	2	3	3	0.075	0	684115560	7918.00416666667	565.571726190476
all	7	5.83333333333333	yes	2	4	4	0.1	0	685151760	7929.99722222222	566.428373015873
all	7	9.33333333333333	no	2	4	2	0.025	0	685583520	7934.99444444444	566.785317460318
all	7	9.33333333333333	no	4	2	3	0.075	0	685670760	7936.00416666667	566.85744047619
all	7	9.33333333333333	no	4	2	3	0.1	0	685670760	7936.00416666667	566.85744047619
4d	7	7	no	4	1	3	0	0	685843560	7938.00416666667	567.000297619048
4d	7	7	no	4	1	3	0.025	0	685843560	7938.00416666667	567.000297619048
4d	7	7	no	4	1	3	0.05	0	685843560	7938.00416666667	567.000297619048
4d	7	7	no	4	1	3	0.075	0	685843560	7938.00416666667	567.000297619048
4d	7	7	no	4	1	3	0.1	0	685843560	7938.00416666667	567.000297619048
3d	7	18.6666666666667	no	4	2	3	0.025	0	686189520	7942.00833333333	567.28630952381
3d	7	18.6666666666667	no	4	2	3	0.05	0	686189520	7942.00833333333	567.28630952381
3d	7	18.6666666666667	no	4	2	3	0.075	0	686189520	7942.00833333333	567.28630952381
3d	7	18.6666666666667	no	4	2	3	0.1	0	686189520	7942.00833333333	567.28630952381
all	7	9.33333333333333	no	4	2	3	0.025	0	686880360	7950.00416666667	567.85744047619
all	7	9.33333333333333	no	4	2	3	0.05	0	686880360	7950.00416666667	567.85744047619
4d	7	17.5	no	5	2	3	0	0	686967120	7951.00833333333	567.929166666667
4d	7	17.5	no	5	2	3	0.025	0	686967120	7951.00833333333	567.929166666667
4d	7	17.5	no	5	2	3	0.05	0	686967120	7951.00833333333	567.929166666667
4d	7	17.5	no	5	2	3	0.075	0	686967120	7951.00833333333	567.929166666667
4d	7	17.5	no	5	2	3	0.1	0	686967120	7951.00833333333	567.929166666667
all	21	10.5	yes	6	4	1	0.075	0	687700260	7959.49375	568.535267857143
2d	6	10.5	yes	1	3	3	0.025	0	688002840	7962.99583333333	568.785416666667
2d	6	10.5	no	1	3	3	0.025	0	688002840	7962.99583333333	568.785416666667
all	7	7	no	6	1	3	0.1	0	688262760	7966.00416666667	569.000297619048
all	7	7	no	6	1	3	0.075	0	689472360	7980.00416666667	570.000297619048
all	7	7	no	6	1	3	0	0	690077160	7987.00416666667	570.500297619048
all	7	7	no	6	1	3	0.025	0	690077160	7987.00416666667	570.500297619048
4d	20	8.75	yes	2	4	1	0	0	690421800	7990.99305555556	570.785218253968
4d	20	8.75	yes	2	4	2	0	0	690421800	7990.99305555556	570.785218253968
all	7	7	no	6	1	3	0.05	0	690681960	7994.00416666667	571.000297619048
1d	7	35	no	5	1	1	0.1	0	691718880	8006.00555555556	571.85753968254
all	7	9.33333333333333	no	4	2	3	0	0	692323560	8013.00416666667	572.35744047619
all	7	4.66666666666667	no	4	1	3	0.1	0	692409960	8014.00416666667	572.428869047619
2d	7	35	no	5	2	2	0	0	692755800	8018.00694444444	572.714781746032
2d	7	35	no	5	2	2	0.025	0	692755800	8018.00694444444	572.714781746032
2d	7	35	no	5	2	2	0.05	0	692755800	8018.00694444444	572.714781746032
2d	7	35	no	5	2	2	0.075	0	692755800	8018.00694444444	572.714781746032
2d	7	35	no	5	2	2	0.1	0	692755800	8018.00694444444	572.714781746032
all	7	4.66666666666667	no	4	1	3	0	0	692842080	8019.00555555556	572.786111111111
all	7	4.66666666666667	no	4	1	3	0.025	0	692842080	8019.00555555556	572.786111111111
all	7	4.66666666666667	no	4	1	3	0.05	0	692842080	8019.00555555556	572.786111111111
all	7	4.66666666666667	no	4	1	3	0.075	0	693619680	8028.00555555556	573.428968253968
all	21	9.33333333333333	yes	5	4	4	0.075	0	694440540	8037.50625	574.107589285714
4d	21	12.25	yes	5	3	3	0.075	0	695044260	8044.49375	574.606696428571
2d	7	21	no	6	1	2	0	0	695347920	8048.00833333333	574.857738095238
2d	7	21	no	6	1	2	0.025	0	695347920	8048.00833333333	574.857738095238
2d	7	21	no	6	1	2	0.05	0	695347920	8048.00833333333	574.857738095238
all	21	5.83333333333333	no	5	1	2	0.05	0	695562780	8050.49513888889	575.035367063492
all	21	5.83333333333333	no	5	1	2	0.075	0	695562780	8050.49513888889	575.035367063492
all	21	5.83333333333333	no	5	1	2	0.1	0	695562780	8050.49513888889	575.035367063492
all	21	5.83333333333333	no	5	1	2	0	0	696167820	8057.49791666667	575.53556547619
all	21	5.83333333333333	no	5	1	2	0.025	0	696167820	8057.49791666667	575.53556547619
2d	7	28	no	4	2	2	0.1	0	696298320	8059.00833333333	575.643452380952
4d	21	5.25	yes	1	3	2	0.025	0	696513060	8061.49375	575.820982142857
4d	21	5.25	no	1	3	2	0.025	0	696513060	8061.49375	575.820982142857
1d	7	14	yes	2	1	4	0.075	0	697076040	8068.00972222222	576.286408730159
1d	7	14	yes	2	1	4	0.1	0	697076040	8068.00972222222	576.286408730159
4d	21	12.25	yes	5	3	2	0.1	0	697290900	8070.49652777778	576.464037698413
1d	7	14	yes	2	1	4	0.025	0	697680840	8075.00972222222	576.786408730159
1d	7	14	yes	2	1	4	0.05	0	697680840	8075.00972222222	576.786408730159
1d	21	14	yes	2	1	2	0.05	0	697896900	8077.51041666667	576.965029761905
1d	21	14	yes	2	1	2	0.075	0	697896900	8077.51041666667	576.965029761905
4d	21	14	yes	5	4	3	0.025	0	698328660	8082.50763888889	577.321974206349
1d	21	14	yes	2	1	2	0.025	0	698501700	8084.51041666667	577.465029761905
1d	7	14	yes	2	1	4	0	0	698890440	8089.00972222222	577.786408730159
1d	21	14	yes	2	1	2	0	0	699106500	8091.51041666667	577.965029761905
3d	21	11.6666666666667	yes	4	2	4	0.025	0	699451740	8095.50625	578.250446428571
3d	21	11.6666666666667	yes	4	2	4	0.05	0	699451740	8095.50625	578.250446428571
3d	21	11.6666666666667	yes	4	2	4	0.075	0	699710940	8098.50625	578.464732142857
4d	6	5.25	yes	1	3	4	0	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	yes	1	3	4	0.025	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	yes	1	3	4	0.05	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	yes	1	3	4	0.075	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	yes	1	3	4	0.1	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	no	1	3	4	0	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	no	1	3	4	0.025	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	no	1	3	4	0.05	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	no	1	3	4	0.075	0	699753840	8099.00277777778	578.500198412698
4d	6	5.25	no	1	3	4	0.1	0	699753840	8099.00277777778	578.500198412698
1d	7	49	yes	6	2	2	0.1	0	700186080	8104.00555555556	578.85753968254
1d	7	49	yes	6	2	3	0.1	0	700186080	8104.00555555556	578.85753968254
1d	7	49	yes	4	4	1	0.025	0	701395560	8118.00416666667	579.85744047619
1d	7	42	yes	4	3	1	0.05	0	701395560	8118.00416666667	579.85744047619
1d	7	42	yes	4	3	1	0.075	0	701395560	8118.00416666667	579.85744047619
1d	7	42	yes	4	3	1	0.1	0	701395560	8118.00416666667	579.85744047619
1d	7	35	yes	4	2	3	0.025	0	701568600	8120.00694444444	580.000496031746
1d	7	49	yes	5	3	4	0	0	701827800	8123.00694444444	580.214781746032
4d	21	7	yes	3	2	4	0.025	0	702389820	8129.51180555556	580.67941468254
4d	21	7	yes	3	2	4	0.05	0	702562620	8131.51180555556	580.822271825397
4d	21	7	yes	3	2	4	0.075	0	702562620	8131.51180555556	580.822271825397
2d	7	24.5	yes	4	4	3	0.025	0	703383240	8141.00972222222	581.500694444444
2d	7	24.5	yes	4	4	4	0.025	0	703383240	8141.00972222222	581.500694444444
1d	7	35	yes	3	3	2	0.1	0	703469520	8142.00833333333	581.572023809524
1d	7	35	yes	3	3	3	0.1	0	703469520	8142.00833333333	581.572023809524
1d	7	42	yes	5	2	4	0	0	703555920	8143.00833333333	581.643452380952
1d	7	42	yes	5	2	4	0.025	0	703555920	8143.00833333333	581.643452380952
1d	7	42	yes	5	2	4	0.05	0	703555920	8143.00833333333	581.643452380952
1d	7	42	yes	5	2	4	0.075	0	703555920	8143.00833333333	581.643452380952
4d	21	7	yes	3	2	4	0	0	703858620	8146.51180555556	581.893700396825
3d	21	16.3333333333333	yes	6	2	3	0.025	0	704031420	8148.51180555556	582.036557539683
1d	7	42	yes	5	2	4	0.1	0	704247000	8151.00694444444	582.214781746032
1d	7	49	yes	6	2	2	0.075	0	704419680	8153.00555555556	582.35753968254
1d	7	49	yes	6	2	3	0.075	0	704419680	8153.00555555556	582.35753968254
1d	7	35	yes	5	1	4	0	0	704765520	8157.00833333333	582.643452380952
1d	7	35	yes	5	1	4	0.025	0	704765520	8157.00833333333	582.643452380952
1d	7	35	yes	5	1	4	0.05	0	704765520	8157.00833333333	582.643452380952
1d	7	49	yes	4	4	3	0	0	705715680	8168.00555555556	583.428968253968
1d	7	35	yes	5	1	4	0.1	0	705975120	8171.00833333333	583.643452380952
1d	7	49	yes	6	2	2	0.025	0	706234080	8174.00555555556	583.85753968254
1d	7	49	yes	6	2	3	0.025	0	706234080	8174.00555555556	583.85753968254
1d	7	49	yes	6	2	2	0.05	0	706234080	8174.00555555556	583.85753968254
1d	7	49	yes	6	2	3	0.05	0	706234080	8174.00555555556	583.85753968254
1d	7	35	yes	5	1	4	0.075	0	706579920	8178.00833333333	584.143452380952
4d	6	10.5	no	2	3	3	0.075	0	707011680	8183.00555555556	584.500396825397
4d	6	10.5	no	2	3	3	0.1	0	707184720	8185.00833333333	584.643452380952
3d	5	9.33333333333333	yes	1	4	1	0.025	0	707356440	8186.99583333333	584.785416666667
3d	5	9.33333333333333	yes	1	4	2	0.025	0	707356440	8186.99583333333	584.785416666667
3d	5	9.33333333333333	no	1	4	1	0.025	0	707356440	8186.99583333333	584.785416666667
3d	5	9.33333333333333	no	1	4	2	0.025	0	707356440	8186.99583333333	584.785416666667
1d	7	49	yes	5	3	1	0.1	0	707789160	8192.00416666667	585.143154761905
4d	5	15.75	no	3	3	1	0	0	708047520	8194.99444444444	585.356746031746
4d	5	15.75	no	3	3	1	0.025	0	708047520	8194.99444444444	585.356746031746
4d	5	15.75	no	3	3	1	0.05	0	708047520	8194.99444444444	585.356746031746
1d	7	49	yes	6	2	2	0	0	708394320	8199.00833333333	585.643452380952
1d	7	49	yes	6	2	3	0	0	708394320	8199.00833333333	585.643452380952
4d	6	10.5	no	2	3	3	0.025	0	709776480	8215.00555555556	586.786111111111
4d	6	10.5	no	2	3	3	0.05	0	709776480	8215.00555555556	586.786111111111
2d	21	24.5	yes	6	2	1	0.075	0	710511420	8223.51180555556	587.393700396825
all	21	5.83333333333333	yes	2	4	3	0	0	710768820	8226.49097222222	587.606498015873
3d	21	11.6666666666667	no	5	1	1	0.1	0	711115020	8230.49791666667	587.892708333333
4d	21	14	yes	6	3	2	0.075	0	711201420	8231.49791666667	587.964136904762
3d	21	11.6666666666667	no	5	1	1	0.075	0	712151820	8242.49791666667	588.749851190476
2d	7	28	yes	5	4	2	0.05	0	712455240	8246.00972222222	589.000694444445
2d	7	28	yes	5	4	3	0.05	0	712455240	8246.00972222222	589.000694444445
3d	7	28	no	6	2	1	0.025	0	713751240	8261.00972222222	590.072123015873
2d	7	24.5	yes	4	4	2	0.1	0	715911240	8286.00972222222	591.857837301587
3d	21	14	yes	4	3	3	0.05	0	716471460	8292.49375	592.320982142857
3d	7	28	no	6	2	1	0	0	716688720	8295.00833333333	592.500595238095
3d	21	14	yes	4	3	3	0.075	0	716730660	8295.49375	592.535267857143
2d	21	21	yes	5	2	1	0.1	0	717077580	8299.50902777778	592.822073412698
3d	6	21	yes	6	4	4	0.075	0	717119760	8299.99722222222	592.856944444444
2d	21	14	yes	3	2	3	0.05	0	718286220	8313.49791666667	593.821279761905
2d	21	14	yes	3	2	3	0	0	718545540	8316.49930555556	594.03566468254
